,O,H,L,C,V,T,BV
0,0.00015813,0.00015813,0.00015813,0.00015813,9.66222189,2018-06-11T11:56:00,0.00152788
1,0.00015725,0.00015725,0.00015725,0.00015725,35.18453654,2018-06-11T12:04:00,0.00553276
2,0.000157,0.000157,0.000157,0.000157,7.16,2018-06-11T12:16:00,0.00112412
3,0.000157,0.000157,0.000157,0.000157,56.37,2018-06-11T12:17:00,0.00885009
4,0.000157,0.000157,0.000156,0.000156,552.86443775,2018-06-11T12:22:00,0.08625515
5,0.00015525,0.00015525,0.00015525,0.00015525,84.41260047,2018-06-11T12:25:00,0.01310505
6,0.00015589,0.00015589,0.00015589,0.00015589,20.19,2018-06-11T12:26:00,0.00314741
7,0.00015691,0.00015691,0.00015691,0.00015691,53.94,2018-06-11T12:31:00,0.00846372
8,0.00015725,0.00015725,0.00015691,0.00015691,66.48502611,2018-06-11T12:32:00,0.01044207
9,0.00015691,0.00015691,0.00015601,0.00015601,15.70198112,2018-06-11T12:33:00,0.00245333
10,0.00015606,0.00015606,0.00015606,0.00015606,98.54364723,2018-06-11T12:53:00,0.01537872
11,0.00015687,0.00015687,0.00015687,0.00015687,11.95257696,2018-06-11T12:54:00,0.001875
12,0.00015606,0.00015606,0.00015606,0.00015606,88.42,2018-06-11T13:01:00,0.01379882
13,0.00015605,0.00015605,0.00015605,0.00015605,1599,2018-06-11T13:02:00,0.24952395
14,0.00015605,0.00015605,0.000155,0.000155,836.57656147,2018-06-11T13:04:00,0.12993163
15,0.00015501,0.00015501,0.000155,0.000155,3982.67873227,2018-06-11T13:05:00,0.6173255
16,0.000155,0.000155,0.00015492,0.00015492,694.29792616,2018-06-11T13:06:00,0.10761399
17,0.00015492,0.00015497,0.00015492,0.00015492,73.27801371,2018-06-11T13:07:00,0.01135264
18,0.00015433,0.00015497,0.000154,0.00015497,139.90119622,2018-06-11T13:08:00,0.02158052
19,0.000154,0.000154,0.000154,0.000154,21.02059816,2018-06-11T13:09:00,0.00323715
20,0.000154,0.00015499,0.000154,0.00015499,938.79812839,2018-06-11T13:10:00,0.14514905
21,0.000154,0.00015507,0.000154,0.000154,77.81024739,2018-06-11T13:11:00,0.01200689
22,0.000154,0.000154,0.000154,0.000154,21.24802,2018-06-11T13:12:00,0.00327216
23,0.000154,0.000154,0.000154,0.000154,17.13703,2018-06-11T13:13:00,0.00263909
24,0.000154,0.000154,0.000154,0.000154,4.25576,2018-06-11T13:15:00,0.00065538
25,0.000154,0.000154,0.000154,0.000154,331.14241997,2018-06-11T13:16:00,0.0509959
26,0.000154,0.000154,0.000154,0.000154,4.26126,2018-06-11T13:18:00,0.00065623
27,0.000154,0.000154,0.000154,0.000154,14.41473563,2018-06-11T13:20:00,0.00221986
28,0.00015399,0.000154,0.00015399,0.00015399,268.87665746,2018-06-11T13:21:00,0.04140554
29,0.00015399,0.000154,0.00015399,0.000154,2272.87437701,2018-06-11T13:22:00,0.35002241
30,0.00015494,0.00015494,0.00015399,0.00015399,1483.38283489,2018-06-11T13:23:00,0.22956496
31,0.00015399,0.00015399,0.00015399,0.00015399,60.87177401,2018-06-11T13:24:00,0.00937362
32,0.00015399,0.00015399,0.00015399,0.00015399,12.79086,2018-06-11T13:25:00,0.00196965
33,0.00015399,0.00015399,0.00015388,0.00015388,25.4335,2018-06-11T13:26:00,0.00391442
34,0.00015388,0.00015419,0.00015388,0.00015388,76.71233993,2018-06-11T13:27:00,0.01180577
35,0.00015388,0.00015388,0.00015388,0.00015388,34.57435576,2018-06-11T13:28:00,0.00532026
36,0.00015388,0.00015388,0.00015388,0.00015388,64.25119688,2018-06-11T13:29:00,0.00988694
37,0.00015388,0.00015388,0.00015388,0.00015388,115.28052999,2018-06-11T13:30:00,0.0177393
38,0.00015388,0.00015388,0.00015388,0.00015388,55.54945998,2018-06-11T13:31:00,0.0085479
39,0.00015424,0.00015424,0.00015388,0.00015388,53.03362276,2018-06-11T13:32:00,0.00816757
40,0.00015388,0.00015388,0.00015388,0.00015388,68.35205999,2018-06-11T13:33:00,0.01051794
41,0.00015388,0.00015388,0.00015388,0.00015388,21.36983,2018-06-11T13:34:00,0.00328837
42,0.00015388,0.00015388,0.00015388,0.00015388,12.77650998,2018-06-11T13:35:00,0.00196604
