,O,H,L,C,V,T,BV
0,0.00020198,0.00020198,0.00020198,0.00020198,5.00347183,2018-06-13T22:25:00,0.0010106
1,0.00020414,0.00020437,0.00020414,0.00020437,398.665,2018-06-13T22:27:00,0.08142373
2,0.00020424,0.00020448,0.00020424,0.00020448,287.04384786,2018-06-13T22:28:00,0.05869327
3,0.00020448,0.00020448,0.00020448,0.00020448,27.00977,2018-06-13T22:29:00,0.00552295
4,0.00020553,0.00020555,0.00020522,0.00020522,588.76526785,2018-06-13T22:30:00,0.12100988
5,0.00020586,0.00020586,0.00020586,0.00020586,7.55828842,2018-06-13T22:35:00,0.00155594
6,0.00020678,0.00020758,0.00020678,0.00020758,99.11239822,2018-06-13T22:37:00,0.02052895
7,0.00020881,0.00020881,0.00020881,0.00020881,5.19,2018-06-13T22:40:00,0.00108372
8,0.0002079,0.0002079,0.0002079,0.0002079,14.72464906,2018-06-13T22:43:00,0.00306125
9,0.00020795,0.00020795,0.00020795,0.00020795,7.34783122,2018-06-13T22:44:00,0.00152798
10,0.00020881,0.00021,0.00020881,0.00021,54.12348233,2018-06-13T22:45:00,0.01135604
11,0.00021,0.00021104,0.00021,0.00021104,792.19049522,2018-06-13T22:48:00,0.16703052
12,0.00020997,0.00020997,0.00020997,0.00020997,357.14461538,2018-06-13T22:49:00,0.07498965
13,0.00021104,0.00021104,0.00021104,0.00021104,2.61627907,2018-06-13T22:50:00,0.00055213
14,0.00021009,0.00021009,0.00021009,0.00021009,21.0985,2018-06-13T22:51:00,0.00443258
15,0.000211,0.00021101,0.000211,0.00021101,47.5986482,2018-06-13T22:55:00,0.01004372
16,0.000211,0.000211,0.000211,0.000211,22.71714064,2018-06-13T23:03:00,0.00479331
17,0.00021009,0.00021009,0.00021009,0.00021009,0.00009702,2018-06-13T23:05:00,2e-8
18,0.000211,0.000211,0.000211,0.000211,146,2018-06-13T23:06:00,0.030806
19,0.000211,0.00021104,0.00020893,0.00020893,2985.55155839,2018-06-13T23:07:00,0.62993808
20,0.0002045,0.00021103,0.0002045,0.00021103,113.55044843,2018-06-13T23:13:00,0.0234502
21,0.0002091,0.00021102,0.00020885,0.00021102,16.35485677,2018-06-13T23:16:00,0.00342826
22,0.00020742,0.00020742,0.00020742,0.00020742,10.13428337,2018-06-13T23:17:00,0.00210205
23,0.00020888,0.00021103,0.00020888,0.00021103,45.71714064,2018-06-13T23:19:00,0.00959796
24,0.00021103,0.00021104,0.00021103,0.00021104,976,2018-06-13T23:26:00,0.20597473
25,0.00021104,0.00021104,0.00021104,0.00021104,165.29075365,2018-06-13T23:27:00,0.03488296
26,0.00021293,0.00021293,0.00021293,0.00021293,20.91557488,2018-06-13T23:32:00,0.00445355
27,0.00021172,0.00021172,0.00021172,0.00021172,8.20629073,2018-06-13T23:35:00,0.00173743
28,0.00021172,0.00021172,0.00021171,0.00021171,121.13734451,2018-06-13T23:36:00,0.02564622
29,0.00021171,0.00021172,0.00020502,0.00020502,922.251575,2018-06-13T23:37:00,0.19087975
30,0.00021134,0.00021172,0.00021134,0.00021172,76.8671338,2018-06-13T23:40:00,0.01627325
31,0.00021172,0.00021172,0.00021172,0.00021172,16.27234797,2018-06-13T23:45:00,0.00344518
32,0.00021172,0.00021172,0.00021172,0.00021172,54.12348233,2018-06-13T23:48:00,0.01145902
33,0.00021172,0.00021172,0.00021172,0.00021172,47.87896198,2018-06-13T23:51:00,0.01013693
34,0.00021405,0.00021405,0.00021405,0.00021405,24.12615209,2018-06-13T23:55:00,0.00516419
35,0.00021405,0.00021557,0.00021405,0.00021557,46.71805652,2018-06-13T23:56:00,0.01000646
36,0.00021552,0.00021554,0.00021552,0.00021554,7.76799295,2018-06-13T23:58:00,0.0016742
37,0.00021557,0.00021557,0.00021557,0.00021557,62.49759139,2018-06-14T00:00:00,0.0134726
38,0.00021663,0.00021663,0.00021663,0.00021663,69.24248719,2018-06-14T00:01:00,0.01499999
39,0.00021663,0.00021663,0.00021663,0.00021663,165.12756165,2018-06-14T00:02:00,0.03577157
40,0.00021663,0.00021663,0.00021663,0.00021663,79.91552711,2018-06-14T00:03:00,0.01731209
41,0.00021479,0.00021479,0.00021479,0.00021479,11.28491606,2018-06-14T00:05:00,0.00242388
42,0.00021676,0.00021677,0.00021676,0.00021677,355.45169218,2018-06-14T00:06:00,0.07704829
43,0.00021677,0.00021677,0.00021677,0.00021677,3.15438621,2018-06-14T00:08:00,0.00068377
44,0.00021678,0.00021678,0.00021678,0.00021678,65.22757155,2018-06-14T00:10:00,0.01414003
45,0.00021678,0.00021678,0.00021678,0.00021678,64.89211053,2018-06-14T00:11:00,0.01406731
46,0.00021575,0.00021575,0.00021575,0.00021575,6.74347699,2018-06-14T00:13:00,0.0014549
47,0.00021575,0.0002165,0.00021575,0.0002159,348.24432213,2018-06-14T00:14:00,0.07521613
48,0.0002159,0.0002159,0.0002159,0.0002159,9.53615209,2018-06-14T00:15:00,0.00205885
49,0.00021573,0.00021573,0.00021573,0.00021573,4.70092164,2018-06-14T00:16:00,0.00101412
50,0.00021575,0.00021678,0.00021521,0.00021678,344.40486218,2018-06-14T00:17:00,0.07439249
51,0.00021678,0.00021678,0.00021678,0.00021678,244.34960254,2018-06-14T00:18:00,0.0529701
52,0.00021678,0.00021791,0.00021551,0.00021551,404.35325869,2018-06-14T00:19:00,0.08737878
53,0.00021343,0.00021343,0.00021343,0.00021343,6.56619466,2018-06-14T00:24:00,0.00140141
54,0.00021345,0.00021345,0.00021343,0.00021343,97.30466089,2018-06-14T00:27:00,0.02076874
55,0.00021343,0.000216,0.00021343,0.000216,39,2018-06-14T00:30:00,0.00836483
56,0.00021351,0.00021351,0.0002135,0.0002135,962.31606027,2018-06-14T00:38:00,0.20545508
57,0.00021172,0.00021172,0.00021172,0.00021172,10,2018-06-14T00:46:00,0.0021172
58,0.00021306,0.00021306,0.00021306,0.00021306,4.7710145,2018-06-14T00:56:00,0.00101651
59,0.00021172,0.00021172,0.0002065,0.0002065,2123.48947311,2018-06-14T01:13:00,0.43870809
60,0.00020956,0.00020956,0.00020655,0.00020655,1173.33846571,2018-06-14T01:14:00,0.24251411
61,0.00020771,0.00021189,0.00020505,0.00021189,704.30100384,2018-06-14T01:16:00,0.14517939
62,0.00020915,0.00020915,0.00020915,0.00020915,7,2018-06-14T01:22:00,0.00146405
63,0.00020918,0.00020918,0.00020918,0.00020918,139.45753669,2018-06-14T01:29:00,0.02917172
64,0.00020915,0.00020915,0.00020915,0.00020915,16,2018-06-14T01:36:00,0.0033464
65,0.0002091,0.0002091,0.0002091,0.0002091,154,2018-06-14T01:37:00,0.0322014
66,0.00020752,0.00020752,0.000207,0.000207,754.15530525,2018-06-14T01:39:00,0.1564263
67,0.0002103,0.0002103,0.0002103,0.0002103,16.8201902,2018-06-14T01:40:00,0.00353728
68,0.00020817,0.00020817,0.00020815,0.00020815,1302,2018-06-14T01:42:00,0.27103662
69,0.00020983,0.00020983,0.00020983,0.00020983,14.19716689,2018-06-14T01:45:00,0.00297899
70,0.00020703,0.00020703,0.00020703,0.00020703,13.46932539,2018-06-14T01:56:00,0.00278855
71,0.00020702,0.00020703,0.00020702,0.00020703,1350,2018-06-14T02:03:00,0.27948956
72,0.00020704,0.00020704,0.00020703,0.00020703,907,2018-06-14T02:04:00,0.18777716
73,0.00020704,0.00020704,0.00020704,0.00020704,11.90287255,2018-06-14T02:08:00,0.00246437
74,0.00021022,0.00021022,0.00021022,0.00021022,2.9503501,2018-06-14T02:14:00,0.00062022
