,O,H,L,C,V,T,BV
0,0.00000525,0.00000527,0.00000525,0.00000527,1743.30542885,2018-06-04T19:56:00,0.00916062
1,0.00000525,0.00000525,0.00000525,0.00000525,4254.24744356,2018-06-04T19:57:00,0.02233479
2,0.00000525,0.00000525,0.00000525,0.00000525,5591.855665,2018-06-04T20:01:00,0.02935724
3,0.00000525,0.00000525,0.00000525,0.00000525,5652.18187838,2018-06-04T20:02:00,0.02967395
4,0.00000525,0.00000525,0.00000525,0.00000525,1000,2018-06-04T20:03:00,0.00525
5,0.00000525,0.00000525,0.00000525,0.00000525,5000,2018-06-04T20:04:00,0.02625
6,0.00000526,0.00000526,0.00000525,0.00000525,1337.83269962,2018-06-04T20:05:00,0.00702562
7,0.00000525,0.00000525,0.00000525,0.00000525,277.59975,2018-06-04T20:06:00,0.00145739
8,0.00000526,0.00000526,0.00000525,0.00000525,5922.60102421,2018-06-04T20:08:00,0.03111865
9,0.00000525,0.00000525,0.00000525,0.00000525,682.041162,2018-06-04T20:09:00,0.00358071
10,0.00000526,0.00000526,0.00000526,0.00000526,214.59610137,2018-06-04T20:11:00,0.00112877
11,0.00000525,0.00000526,0.00000525,0.00000526,3586.82616345,2018-06-04T20:12:00,0.01886556
12,0.00000525,0.00000525,0.00000525,0.00000525,2920.571552,2018-06-04T20:13:00,0.015333
13,0.00000526,0.00000526,0.00000526,0.00000526,6201.9128,2018-06-04T20:14:00,0.03262205
14,0.00000525,0.00000525,0.00000525,0.00000525,2908.600149,2018-06-04T20:16:00,0.01527015
15,0.00000525,0.00000525,0.00000525,0.00000525,1460.105245,2018-06-04T20:17:00,0.00766555
16,0.00000526,0.00000526,0.00000526,0.00000526,10094.46438692,2018-06-04T20:18:00,0.05309687
17,0.00000526,0.00000526,0.00000525,0.00000525,1274.11397122,2018-06-04T20:19:00,0.00669483
18,0.00000525,0.00000525,0.00000525,0.00000525,18343.417471,2018-06-04T20:21:00,0.09630294
19,0.00000527,0.00000527,0.00000527,0.00000527,122.30447817,2018-06-04T20:22:00,0.00064454
20,0.00000526,0.00000526,0.00000526,0.00000526,1127.79455082,2018-06-04T20:25:00,0.00593219
21,0.00000526,0.00000526,0.00000526,0.00000526,7298.54483135,2018-06-04T20:26:00,0.03839033
22,0.00000526,0.00000526,0.00000526,0.00000526,1775.81753798,2018-06-04T20:27:00,0.0093408
23,0.00000526,0.00000526,0.00000526,0.00000526,1407,2018-06-04T20:29:00,0.00740082
24,0.00000525,0.00000525,0.00000525,0.00000525,1383.86,2018-06-04T20:30:00,0.00726526
25,0.00000526,0.00000526,0.00000525,0.00000525,5954.45454545,2018-06-04T20:31:00,0.03127497
26,0.00000526,0.00000526,0.00000526,0.00000526,1619.7211451,2018-06-04T20:34:00,0.00851972
27,0.00000525,0.00000526,0.00000525,0.00000526,44616.55189992,2018-06-04T20:35:00,0.23467477
28,0.00000527,0.00000527,0.00000527,0.00000527,178.56385674,2018-06-04T20:36:00,0.00094103
29,0.00000526,0.00000526,0.00000526,0.00000526,50000,2018-06-04T20:37:00,0.263
30,0.00000526,0.00000526,0.00000526,0.00000526,750,2018-06-04T20:40:00,0.003945
31,0.00000526,0.00000526,0.00000525,0.00000525,19113.64888305,2018-06-04T20:43:00,0.10040124
32,0.00000525,0.00000525,0.00000525,0.00000525,4375.575754,2018-06-04T20:46:00,0.02297177
33,0.00000525,0.00000525,0.00000525,0.00000525,100,2018-06-04T20:47:00,0.000525
34,0.00000525,0.00000525,0.00000525,0.00000525,21667.940591,2018-06-04T20:48:00,0.11375666
35,0.00000525,0.00000525,0.00000525,0.00000525,1700.51008032,2018-06-04T20:49:00,0.00892767
36,0.00000525,0.00000525,0.00000525,0.00000525,1717.100637,2018-06-04T20:50:00,0.00901477
37,0.00000527,0.00000527,0.00000524,0.00000524,156779.54729351,2018-06-04T20:54:00,0.82198721
38,0.00000527,0.00000527,0.00000527,0.00000527,2809.329474,2018-06-04T20:55:00,0.01480515
39,0.00000524,0.00000524,0.00000524,0.00000524,10233.97228717,2018-06-04T20:59:00,0.05362601
40,0.00000528,0.00000528,0.00000523,0.00000523,24000,2018-06-04T21:02:00,0.12574875
41,0.00000524,0.00000524,0.00000523,0.00000523,10000,2018-06-04T21:05:00,0.05236531
42,0.00000524,0.00000524,0.00000524,0.00000524,480.2964977,2018-06-04T21:08:00,0.00251674
43,0.00000527,0.00000528,0.00000527,0.00000528,56690.79792614,2018-06-04T21:09:00,0.2993168
44,0.00000528,0.00000528,0.00000528,0.00000528,2812.623052,2018-06-04T21:10:00,0.01485064
45,0.00000528,0.00000528,0.00000528,0.00000528,4000.76985795,2018-06-04T21:11:00,0.02112406
46,0.00000528,0.00000528,0.00000524,0.00000525,21553.83717227,2018-06-04T21:13:00,0.11309233
47,0.00000525,0.00000525,0.00000524,0.00000525,5187.38024061,2018-06-04T21:15:00,0.02722751
48,0.00000526,0.00000526,0.00000526,0.00000526,585.77268386,2018-06-04T21:16:00,0.00308116
49,0.00000526,0.00000526,0.00000526,0.00000526,3989.53507697,2018-06-04T21:21:00,0.02098495
