,O,H,L,C,V,T,BV
0,0.00014325,0.00014325,0.00014325,0.00014325,50,2018-06-12T18:08:00,0.0071625
1,0.00014291,0.00014291,0.00014251,0.0001426,751.55305749,2018-06-12T18:10:00,0.10724223
2,0.00014251,0.00014251,0.00014251,0.00014251,19.94,2018-06-12T18:11:00,0.00284164
3,0.00014251,0.00014251,0.00014246,0.00014246,2689.18496321,2018-06-12T18:12:00,0.38310402
4,0.00014222,0.00014222,0.000142,0.000142,30.989,2018-06-12T18:13:00,0.00440483
5,0.00014201,0.00014201,0.00014201,0.00014201,492.95774647,2018-06-12T18:14:00,0.07000492
6,0.000142,0.000142,0.00014176,0.00014176,28.4899786,2018-06-12T18:15:00,0.00404077
7,0.0001415,0.0001415,0.000141,0.000141,563.94251552,2018-06-12T18:16:00,0.07954158
8,0.000141,0.000141,0.00014054,0.00014054,70,2018-06-12T18:17:00,0.0098608
9,0.0001403,0.00014054,0.00014015,0.00014054,249.52379893,2018-06-12T18:18:00,0.03500012
10,0.0001402,0.00014054,0.00014003,0.00014054,2616,2018-06-12T18:19:00,0.36647097
11,0.00014054,0.00014054,0.00014054,0.00014054,27,2018-06-12T18:20:00,0.00379458
12,0.00014092,0.00014092,0.00014092,0.00014092,137.59991219,2018-06-12T18:21:00,0.01939057
13,0.000141,0.000141,0.000141,0.000141,275.7305595,2018-06-12T18:22:00,0.038878
14,0.00014117,0.00014117,0.00014117,0.00014117,20,2018-06-12T18:25:00,0.0028234
15,0.00014163,0.00014163,0.00014163,0.00014163,134.47909522,2018-06-12T18:26:00,0.01904627
16,0.00014166,0.00014166,0.00014166,0.00014166,140.5104675,2018-06-12T18:29:00,0.01990471
17,0.00014163,0.00014163,0.00014163,0.00014163,14.12130198,2018-06-12T18:31:00,0.00199999
18,0.0001412,0.0001412,0.0001412,0.0001412,3.54111189,2018-06-12T18:32:00,0.0005
19,0.00014117,0.00014117,0.00014117,0.00014117,50.71413555,2018-06-12T18:34:00,0.00715931
20,0.00014117,0.00014117,0.00014111,0.00014111,551.36330697,2018-06-12T18:36:00,0.07781997
21,0.00014111,0.00014111,0.00014111,0.00014111,378.27857068,2018-06-12T18:37:00,0.05337888
22,0.00014156,0.00014156,0.00014156,0.00014156,18.14381255,2018-06-12T18:38:00,0.00256843
23,0.00014111,0.00014111,0.000141,0.000141,1863.01266684,2018-06-12T18:40:00,0.26285318
24,0.000141,0.000141,0.000141,0.000141,28.1975668,2018-06-12T18:43:00,0.00397585
25,0.00014019,0.00014068,0.00014,0.00014007,2175.42231864,2018-06-12T18:45:00,0.30474495
26,0.00014007,0.00014118,0.00013996,0.00014118,8506.85519484,2018-06-12T18:46:00,1.19189655
27,0.00014108,0.00014162,0.0001404,0.0001404,498.58392884,2018-06-12T18:47:00,0.07022868
28,0.00014165,0.00014165,0.00014156,0.00014156,2498.75638705,2018-06-12T18:48:00,0.35392023
29,0.00014171,0.00014172,0.00014171,0.00014172,3155.38023538,2018-06-12T18:50:00,0.44717302
30,0.00014173,0.00014173,0.00014173,0.00014173,2094.12514685,2018-06-12T18:51:00,0.29680035
31,0.00014173,0.00014173,0.00014173,0.00014173,947.9337067,2018-06-12T18:52:00,0.13435064
32,0.00014222,0.00014222,0.00014222,0.00014222,10.23296687,2018-06-12T18:54:00,0.00145533
33,0.00014171,0.00014171,0.00014171,0.00014171,50.594,2018-06-12T18:56:00,0.00716967
34,0.00014207,0.00014241,0.00014201,0.00014241,180.00943121,2018-06-12T18:59:00,0.02558842
35,0.0001424,0.0001424,0.00014171,0.00014171,2255.45055338,2018-06-12T19:00:00,0.32103289
36,0.00014171,0.00014171,0.00014171,0.00014171,943.61925563,2018-06-12T19:01:00,0.13372028
37,0.00014171,0.00014171,0.00014007,0.00014007,2758.27719227,2018-06-12T19:02:00,0.38900309
38,0.00014008,0.00014043,0.00014007,0.00014043,1224.30304966,2018-06-12T19:03:00,0.17187757
39,0.00014043,0.00014043,0.00014043,0.00014043,53.20471016,2018-06-12T19:04:00,0.00747153
40,0.00014007,0.00014042,0.00014007,0.00014042,128.46054,2018-06-12T19:07:00,0.01799512
41,0.00014042,0.00014042,0.00014042,0.00014042,16.01342742,2018-06-12T19:08:00,0.0022486
42,0.00014007,0.00014007,0.00014007,0.00014007,794.93657961,2018-06-12T19:09:00,0.11134675
43,0.00014,0.00014,0.00014,0.00014,3204.4489791,2018-06-12T19:10:00,0.44862285
44,0.00014,0.00014,0.00013914,0.00013914,3271.023313,2018-06-12T19:11:00,0.45649539
45,0.00013914,0.00013914,0.00013887,0.00013902,1736.12856825,2018-06-12T19:12:00,0.24142951
46,0.00013888,0.00013898,0.00013711,0.00013739,13142.05810249,2018-06-12T19:13:00,1.81135733
47,0.00013793,0.00013793,0.00013743,0.00013747,822.35474775,2018-06-12T19:14:00,0.11302489
48,0.00013793,0.0001388,0.00013743,0.00013875,7993.86405597,2018-06-12T19:15:00,1.09973115
49,0.00013858,0.00013862,0.00013853,0.00013862,675.74592746,2018-06-12T19:16:00,0.09362215
50,0.00013862,0.00013863,0.00013797,0.00013855,256.41970684,2018-06-12T19:17:00,0.03551377
51,0.00013809,0.00013809,0.00013752,0.00013797,928.33072806,2018-06-12T19:18:00,0.12789943
52,0.00013793,0.00013797,0.00013739,0.00013796,2201.75839154,2018-06-12T19:19:00,0.30365476
53,0.00013796,0.00013797,0.000137,0.00013797,454.00020852,2018-06-12T19:20:00,0.06260546
54,0.00013703,0.00013775,0.00013662,0.00013775,5190.98863416,2018-06-12T19:21:00,0.71000615
55,0.00013788,0.00013789,0.00013762,0.00013762,4728.47511834,2018-06-12T19:22:00,0.65142777
56,0.00013762,0.00013777,0.00013762,0.00013772,7106.46683372,2018-06-12T19:23:00,0.97877788
57,0.00013777,0.00013777,0.00013777,0.00013777,655.40514136,2018-06-12T19:24:00,0.09029516
58,0.00013777,0.00013842,0.00013777,0.00013777,2663.71075608,2018-06-12T19:26:00,0.36704982
59,0.00013777,0.00013902,0.00013777,0.00013833,406.71006192,2018-06-12T19:27:00,0.05632192
60,0.00013839,0.00013902,0.00013839,0.00013902,2266.0714982,2018-06-12T19:28:00,0.31500455
61,0.00013839,0.00013839,0.00013839,0.00013839,2273.3992868,2018-06-12T19:29:00,0.31461569
62,0.00013771,0.00013771,0.0001377,0.0001377,366.20884104,2018-06-12T19:30:00,0.05043045
63,0.00013807,0.00013809,0.000138,0.000138,1687.00963805,2018-06-12T19:31:00,0.23293384
64,0.00013741,0.00013798,0.00013699,0.00013745,1029.92607951,2018-06-12T19:32:00,0.14160386
65,0.00013809,0.00013809,0.00013809,0.00013809,840.84414925,2018-06-12T19:33:00,0.11611216
66,0.00013814,0.00013824,0.00013814,0.00013824,211.17512781,2018-06-12T19:34:00,0.02917373
67,0.00013825,0.0001384,0.00013766,0.00013766,4750.61026596,2018-06-12T19:35:00,0.65565026
68,0.00013762,0.00013762,0.00013762,0.00013762,258.53075231,2018-06-12T19:36:00,0.035579
69,0.00013744,0.00013744,0.00013741,0.00013741,1015.76456784,2018-06-12T19:38:00,0.13957644
70,0.00013741,0.00013741,0.00013741,0.00013741,885.29491079,2018-06-12T19:41:00,0.12164837
71,0.00013742,0.00013742,0.00013682,0.00013685,4871.49994845,2018-06-12T19:42:00,0.66897959
72,0.00013703,0.00013774,0.00013703,0.00013774,1894.61125826,2018-06-12T19:43:00,0.25962461
73,0.00013704,0.00013704,0.00013704,0.00013704,1200,2018-06-12T19:45:00,0.16444799
74,0.00013774,0.00013774,0.00013774,0.00013774,11,2018-06-12T19:47:00,0.00151514
75,0.00013774,0.00013823,0.00013774,0.00013823,20.38874174,2018-06-12T19:48:00,0.00281814
76,0.00013858,0.00013858,0.00013858,0.00013858,4.60089496,2018-06-12T19:49:00,0.00063759
77,0.0001387,0.0001387,0.0001387,0.0001387,75.01084932,2018-06-12T19:50:00,0.01040399
78,0.0001387,0.00013938,0.00013805,0.00013866,10997.17638537,2018-06-12T19:51:00,1.52342266
79,0.00013962,0.00013962,0.00013962,0.00013962,1080.34149487,2018-06-12T19:52:00,0.15083727
80,0.00013962,0.00013962,0.00013866,0.00013866,1530.18583558,2018-06-12T19:53:00,0.21269174
81,0.00013866,0.00013959,0.00013866,0.00013959,57.82814117,2018-06-12T19:54:00,0.00802626
82,0.00013937,0.00013937,0.00013937,0.00013937,184.024595,2018-06-12T19:56:00,0.0256475
83,0.00013936,0.00013936,0.00013828,0.00013828,255.62705812,2018-06-12T19:57:00,0.03544074
84,0.00013959,0.00013959,0.00013959,0.00013959,91.31358961,2018-06-12T19:58:00,0.01274646
