,O,H,L,C,V,T,BV
0,0.00186703,0.00186703,0.00184494,0.00184751,764.84260266,2018-06-12T01:54:00,1.41599082
1,0.00184757,0.00186308,0.00184757,0.00184762,70.51525631,2018-06-12T01:55:00,0.13067558
2,0.00184609,0.00186051,0.00184601,0.00184601,66.15852452,2018-06-12T01:56:00,0.12227493
3,0.00184601,0.00184601,0.00181191,0.00181191,658.19954602,2018-06-12T01:57:00,1.20377454
4,0.00182702,0.00182702,0.00180821,0.00182701,173.95330823,2018-06-12T01:58:00,0.31683244
5,0.00180841,0.00182685,0.00180841,0.00180876,510.70734603,2018-06-12T01:59:00,0.92390054
6,0.00180876,0.00180876,0.001807,0.001807,1524.26376675,2018-06-12T02:00:00,2.75695584
7,0.001807,0.001809,0.001807,0.001809,764.69827232,2018-06-12T02:01:00,1.38282498
8,0.00180906,0.00182654,0.00180906,0.00181031,14.98713694,2018-06-12T02:02:00,0.02730817
9,0.00181306,0.00182671,0.00181207,0.00181207,31.07175757,2018-06-12T02:03:00,0.05651396
10,0.00181998,0.00181998,0.00181481,0.00181998,62.57737433,2018-06-12T02:05:00,0.11388649
11,0.00181995,0.00181995,0.00181366,0.0018153,109.07459188,2018-06-12T02:06:00,0.19792752
12,0.00181996,0.0018328,0.00181983,0.00182056,425.15613094,2018-06-12T02:07:00,0.77633762
13,0.00182056,0.00183217,0.00182056,0.00183198,122.16636166,2018-06-12T02:08:00,0.22255371
14,0.00182057,0.00182057,0.00182057,0.00182057,108.11441378,2018-06-12T02:09:00,0.19682983
15,0.00182056,0.00182056,0.00182056,0.00182056,578.05969508,2018-06-12T02:10:00,1.05239229
16,0.00181508,0.0018151,0.00181508,0.0018151,98.18206199,2018-06-12T02:11:00,0.17821011
17,0.00183008,0.00183008,0.00181609,0.00181609,719.54619887,2018-06-12T02:12:00,1.31460231
18,0.00181621,0.00181621,0.00181621,0.00181621,0.61697027,2018-06-12T02:14:00,0.00112054
19,0.00181623,0.00181623,0.00181623,0.00181623,1.17332125,2018-06-12T02:15:00,0.00213102
20,0.00181623,0.00181623,0.00181623,0.00181623,43.19121838,2018-06-12T02:16:00,0.07844517
21,0.00181609,0.0018221,0.00180735,0.00181168,338.01151253,2018-06-12T02:18:00,0.6129152
22,0.001808,0.001809,0.001807,0.001807,224.82264083,2018-06-12T02:20:00,0.40628422
23,0.00180023,0.00180032,0.00180023,0.00180032,476.30582935,2018-06-12T02:21:00,0.85746031
24,0.00180016,0.00180016,0.0018001,0.0018001,10.08352068,2018-06-12T02:22:00,0.01815139
25,0.0018001,0.0018001,0.0018001,0.0018001,51.09322157,2018-06-12T02:23:00,0.0919729
26,0.0018001,0.0018001,0.00179309,0.0018001,309.24300616,2018-06-12T02:24:00,0.55549191
27,0.00178891,0.00178891,0.00178889,0.00178889,45.38212767,2018-06-12T02:30:00,0.08118436
28,0.00178889,0.00180014,0.00178302,0.00178304,91.83417958,2018-06-12T02:31:00,0.16437292
29,0.00178304,0.00179545,0.00178024,0.00178024,146.36075457,2018-06-12T02:32:00,0.26206295
30,0.00178048,0.00178048,0.00177616,0.00177616,477.344542,2018-06-12T02:33:00,0.84837976
31,0.00177505,0.00177505,0.00177505,0.00177505,1.80115531,2018-06-12T02:36:00,0.00319714
32,0.0017689,0.0017689,0.00176889,0.00176889,39.15843334,2018-06-12T02:37:00,0.06926733
33,0.0017689,0.0017689,0.0017689,0.0017689,2,2018-06-12T02:39:00,0.00353779
34,0.0017689,0.0017689,0.0017689,0.0017689,1.07081587,2018-06-12T02:43:00,0.00189416
35,0.0017659,0.0017659,0.0017649,0.0017649,4.3710425,2018-06-12T02:48:00,0.00771509
36,0.0017659,0.0017659,0.0017659,0.0017659,1.4157087,2018-06-12T02:49:00,0.00249999
37,0.00176077,0.0017659,0.00176077,0.0017659,7.87768838,2018-06-12T02:52:00,0.01390749
38,0.00175832,0.00175832,0.00175832,0.00175832,2.24500822,2018-06-12T02:54:00,0.00394744
39,0.00175832,0.00175832,0.00175121,0.00175121,8.97077331,2018-06-12T02:55:00,0.01574096
40,0.00175129,0.00175832,0.00175129,0.00175832,59.78324926,2018-06-12T02:57:00,0.10470475
