,O,H,L,C,V,T,BV
0,0.00007072,0.00007072,0.00007072,0.00007072,10.36951463,2018-06-07T04:29:00,0.00073333
1,0.00007023,0.00007023,0.00007023,0.00007023,350,2018-06-07T04:38:00,0.0245805
2,0.00007023,0.00007023,0.00007023,0.00007023,64.16907411,2018-06-07T04:39:00,0.00450659
3,0.00007023,0.00007023,0.00007023,0.00007023,326.42585477,2018-06-07T04:43:00,0.02292488
4,0.00007015,0.00007015,0.00007,0.00007,232.60097529,2018-06-07T04:57:00,0.01629393
5,0.00007001,0.00007001,0.00007001,0.00007001,310.61259706,2018-06-07T05:14:00,0.02174598
6,0.00007011,0.00007011,0.00007011,0.00007011,133.926883,2018-06-07T05:17:00,0.00938961
7,0.00007,0.00007,0.00007,0.00007,695.89781695,2018-06-07T05:18:00,0.04871284
8,0.00007001,0.00007001,0.00007001,0.00007001,131.15327339,2018-06-07T05:32:00,0.00918204
9,0.00007,0.00007,0.00007,0.00007,72.127174,2018-06-07T05:33:00,0.0050489
10,0.00007,0.00007,0.00007,0.00007,874.701529,2018-06-07T05:46:00,0.0612291
11,0.00007,0.00007,0.00007,0.00007,43,2018-06-07T05:47:00,0.00301
12,0.00007,0.00007,0.00007,0.00007,679,2018-06-07T05:48:00,0.04753
13,0.00007,0.00007,0.00007,0.00007,309.01287553,2018-06-07T05:56:00,0.0216309
14,0.00007,0.00007,0.00007,0.00007,619.08856404,2018-06-07T05:57:00,0.04333618
15,0.00007,0.00007,0.00007,0.00007,619.62180139,2018-06-07T05:58:00,0.04337351
16,0.00007,0.00007,0.00007,0.00007,73.80880949,2018-06-07T06:16:00,0.00516661
17,0.00007,0.00007,0.00007,0.00007,78.190973,2018-06-07T06:18:00,0.00547336
18,0.00007,0.00007,0.00007,0.00007,141.57453925,2018-06-07T06:25:00,0.00991021
19,0.00007022,0.00007022,0.00007022,0.00007022,157.52317716,2018-06-07T06:29:00,0.01106127
20,0.00006999,0.00006999,0.00006915,0.00006915,100,2018-06-07T06:40:00,0.00695979
21,0.00007011,0.00007011,0.00007011,0.00007011,36.00147069,2018-06-07T06:54:00,0.00252406
22,0.00006924,0.00006924,0.00006924,0.00006924,993.6,2018-06-07T07:09:00,0.06879686
23,0.00007004,0.00007004,0.00007004,0.00007004,7.14200884,2018-06-07T07:22:00,0.00050022
24,0.00006924,0.00006924,0.00006904,0.00006904,1954.76192047,2018-06-07T07:23:00,0.1350572
25,0.00006904,0.00006904,0.00006904,0.00006904,89,2018-06-07T07:24:00,0.00614456
26,0.00006915,0.00006915,0.00006915,0.00006915,955,2018-06-07T07:27:00,0.06603825
27,0.00006915,0.00006915,0.00006915,0.00006915,679,2018-06-07T07:37:00,0.04695285
28,0.00006915,0.00006915,0.00006915,0.00006915,250.17494404,2018-06-07T07:40:00,0.01729958
29,0.00006974,0.00006974,0.00006902,0.00006902,474.8601398,2018-06-07T07:54:00,0.03278049
30,0.00006943,0.00006943,0.00006943,0.00006943,350,2018-06-07T08:14:00,0.0243005
31,0.00006939,0.00006939,0.00006881,0.00006881,417.7247442,2018-06-07T08:16:00,0.02883596
32,0.00006936,0.00006936,0.00006936,0.00006936,120,2018-06-07T08:18:00,0.0083232
33,0.00006881,0.00006881,0.00006856,0.00006856,323,2018-06-07T08:22:00,0.0222255
34,0.00006856,0.00006856,0.00006856,0.00006856,1619,2018-06-07T08:26:00,0.11099863
35,0.00006884,0.00006884,0.00006884,0.00006884,70,2018-06-07T08:51:00,0.0048188
36,0.00006856,0.00006856,0.00006856,0.00006856,0.28451327,2018-06-07T08:56:00,0.0000195
37,0.00006856,0.00006856,0.00006856,0.00006856,13.60825115,2018-06-07T09:00:00,0.00093298
38,0.00006856,0.00006856,0.00006856,0.00006856,18.58748104,2018-06-07T09:03:00,0.00127435
39,0.00006794,0.00006853,0.00006792,0.00006792,220.122974,2018-06-07T09:11:00,0.01498797
40,0.00006792,0.00006792,0.00006792,0.00006792,321.534392,2018-06-07T09:12:00,0.02183861
41,0.00006792,0.00006792,0.00006792,0.00006792,19,2018-06-07T09:14:00,0.00129048
42,0.00006792,0.00006792,0.00006683,0.00006683,140.23643316,2018-06-07T09:15:00,0.00941187
43,0.00006807,0.00006807,0.00006807,0.00006807,12.76278315,2018-06-07T09:22:00,0.00086876
44,0.00006812,0.00006812,0.00006812,0.00006812,367.58317222,2018-06-07T09:24:00,0.02503976
45,0.00006808,0.00006808,0.00006808,0.00006808,16.15746181,2018-06-07T09:25:00,0.0011
46,0.00006807,0.00006807,0.0000675,0.0000675,492,2018-06-07T09:27:00,0.03334301
47,0.00006807,0.00006807,0.00006807,0.00006807,93,2018-06-07T09:28:00,0.00633051
48,0.00006807,0.00006807,0.000068,0.000068,303.17255619,2018-06-07T09:40:00,0.02061871
49,0.0000675,0.0000675,0.0000675,0.0000675,10,2018-06-07T09:44:00,0.000675
50,0.0000682,0.0000682,0.0000682,0.0000682,68.12588599,2018-06-07T09:54:00,0.00464618
51,0.0000675,0.0000675,0.0000675,0.0000675,47.51527093,2018-06-07T09:55:00,0.00320728
52,0.00006819,0.00006819,0.0000675,0.0000675,236.66458341,2018-06-07T10:02:00,0.015993
53,0.0000682,0.0000682,0.0000682,0.0000682,26.31540378,2018-06-07T10:04:00,0.00179471
54,0.0000675,0.0000675,0.00006705,0.00006705,1370,2018-06-07T10:41:00,0.09242501
55,0.00006771,0.00006771,0.00006771,0.00006771,80,2018-06-07T10:43:00,0.0054168
56,0.0000676,0.0000676,0.0000676,0.0000676,27.37998076,2018-06-07T10:54:00,0.00185088
57,0.00006706,0.00006706,0.00006705,0.00006706,2673.56786962,2018-06-07T10:58:00,0.1792817
58,0.00006706,0.00006706,0.00006706,0.00006706,937,2018-06-07T10:59:00,0.06283522
59,0.00006706,0.00006706,0.00006706,0.00006706,735.32021745,2018-06-07T11:00:00,0.04931057
60,0.00006706,0.00006775,0.00006706,0.00006775,149.12019087,2018-06-07T11:01:00,0.01004255
61,0.00006701,0.00006777,0.00006701,0.00006777,342.07107687,2018-06-07T11:02:00,0.02293406
62,0.00006777,0.00006777,0.00006777,0.00006777,41,2018-06-07T11:05:00,0.00277857
63,0.00006778,0.00006778,0.00006703,0.00006703,2297.9998154,2018-06-07T11:07:00,0.15574395
64,0.00006719,0.00006719,0.00006719,0.00006719,80.42899055,2018-06-07T11:12:00,0.00540402
65,0.00006779,0.00006779,0.00006779,0.00006779,36.87315634,2018-06-07T11:35:00,0.00249963
66,0.00006779,0.00006779,0.00006754,0.00006754,74,2018-06-07T11:42:00,0.00501635
67,0.00006754,0.00006754,0.0000671,0.0000671,88,2018-06-07T11:49:00,0.0059435
68,0.00006797,0.00006797,0.00006797,0.00006797,74.07993474,2018-06-07T11:54:00,0.0050352
69,0.00006724,0.00006724,0.00006724,0.00006724,28.12148481,2018-06-07T12:20:00,0.00189088
70,0.00006816,0.00006826,0.00006816,0.00006826,805.11919216,2018-06-07T12:26:00,0.05494556
71,0.00006826,0.00006826,0.00006826,0.00006826,16,2018-06-07T12:50:00,0.00109216
72,0.00006826,0.00006829,0.00006826,0.00006829,134.69726162,2018-06-07T12:53:00,0.00919621
73,0.00006827,0.00006827,0.00006827,0.00006827,78.34785429,2018-06-07T12:54:00,0.0053488
74,0.00006826,0.00006826,0.00006826,0.00006826,473.241829,2018-06-07T12:56:00,0.03230348
75,0.00006826,0.00006826,0.00006774,0.00006774,1496.75304958,2018-06-07T13:03:00,0.1020029
76,0.00006761,0.00006761,0.00006761,0.00006761,2926.45026178,2018-06-07T13:14:00,0.1978573
77,0.00006761,0.00006761,0.00006761,0.00006761,2927.05690307,2018-06-07T13:15:00,0.1978983
78,0.0000679,0.0000679,0.0000679,0.0000679,16.20029455,2018-06-07T13:19:00,0.00109999
79,0.00006796,0.00006796,0.00006796,0.00006796,312,2018-06-07T13:30:00,0.02120352
80,0.00006796,0.00006796,0.00006796,0.00006796,1286.17434641,2018-06-07T13:33:00,0.0874084
81,0.00006802,0.00006802,0.00006802,0.00006802,36,2018-06-07T13:40:00,0.00244872
82,0.0000682,0.0000682,0.0000682,0.0000682,168.2879,2018-06-07T13:53:00,0.01147723
83,0.00006846,0.00006846,0.00006846,0.00006846,312.54119687,2018-06-07T14:00:00,0.02139657
84,0.00006846,0.00006846,0.00006846,0.00006846,36.51767455,2018-06-07T14:31:00,0.00249999
85,0.00006846,0.00006846,0.00006846,0.00006846,145.73010784,2018-06-07T14:48:00,0.00997668
86,0.00006802,0.00006802,0.00006802,0.00006802,36.6527171,2018-06-07T14:54:00,0.00249311
87,0.00006802,0.00006802,0.00006802,0.00006802,73.99532759,2018-06-07T14:58:00,0.00503316
88,0.00006775,0.00006868,0.00006772,0.00006867,1660.42548645,2018-06-07T14:59:00,0.11271208
89,0.00006845,0.00006845,0.00006845,0.00006845,871.13318021,2018-06-07T15:10:00,0.05962901
90,0.00006804,0.00006804,0.00006804,0.00006804,12.25437967,2018-06-07T15:15:00,0.00083378
91,0.00006866,0.00006866,0.00006866,0.00006866,991.16467775,2018-06-07T15:54:00,0.06805335
92,0.0000685,0.0000685,0.0000685,0.0000685,105,2018-06-07T16:00:00,0.0071925
93,0.00006804,0.00006804,0.00006804,0.00006804,13.9577471,2018-06-07T16:05:00,0.00094968
94,0.00006804,0.00006804,0.00006804,0.00006804,983.9347,2018-06-07T16:11:00,0.06694689
95,0.0000685,0.0000685,0.0000685,0.0000685,520,2018-06-07T16:15:00,0.03561999
96,0.00006804,0.00006804,0.00006804,0.00006804,181,2018-06-07T16:23:00,0.01231523
97,0.00006804,0.00006804,0.00006776,0.00006776,1200,2018-06-07T16:40:00,0.08148053
98,0.00006847,0.00006847,0.00006847,0.00006847,19.961072,2018-06-07T16:54:00,0.00136673
99,0.00006847,0.00006847,0.00006847,0.00006847,73.02468234,2018-06-07T16:56:00,0.00499999
100,0.00006776,0.00006776,0.00006776,0.00006776,46.17971922,2018-06-07T17:54:00,0.00312913
101,0.0000685,0.0000685,0.0000685,0.0000685,7.049,2018-06-07T17:55:00,0.00048285
102,0.0000685,0.0000685,0.0000685,0.0000685,516.952,2018-06-07T18:08:00,0.03541121
103,0.0000685,0.0000685,0.00006777,0.00006777,843.36115182,2018-06-07T18:09:00,0.05735055
104,0.00006832,0.00006832,0.00006832,0.00006832,30.31234887,2018-06-07T18:54:00,0.00207093
105,0.00006776,0.00006776,0.00006775,0.00006775,250,2018-06-07T19:25:00,0.0169385
106,0.00006833,0.00006833,0.00006833,0.00006833,16.58159445,2018-06-07T19:54:00,0.00113302
107,0.00006775,0.00006775,0.00006775,0.00006775,200,2018-06-07T20:12:00,0.01355
108,0.00006824,0.00006824,0.00006824,0.00006824,90,2018-06-07T20:39:00,0.0061416
109,0.00006775,0.00006775,0.00006775,0.00006775,40.30530352,2018-06-07T20:54:00,0.00273068
110,0.00006775,0.00006775,0.00006772,0.00006772,786.579065,2018-06-07T21:35:00,0.05328508
111,0.00006734,0.00006734,0.00006734,0.00006734,71.32667617,2018-06-07T21:38:00,0.00480313
112,0.00006734,0.00006734,0.00006734,0.00006734,707,2018-06-07T21:40:00,0.04760938
113,0.00006734,0.00006734,0.00006734,0.00006734,30.85943527,2018-06-07T21:52:00,0.00207807
114,0.00006797,0.00006797,0.00006797,0.00006797,49.53643408,2018-06-07T21:53:00,0.00336699
